,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
229,69,Self-emp-not-inc,146325,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
230,39,Private,102112,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,50,United-States,>50K
231,35,Private,293296,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
232,48,Private,41517,10th,6,Separated,Transport-moving,Unmarried,White,Male,0,0,40,United-States,>50K
233,23,Private,195184,Assoc-acdm,12,Never-married,Other-service,Unmarried,White,Female,0,0,40,Cuba,<=50K
234,55,Private,255635,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,<=50K
235,44,?,129573,10th,6,Widowed,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,25,United-States,<=50K
236,31,Self-emp-not-inc,120707,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,El-Salvador,<=50K
237,21,Self-emp-not-inc,300387,5th-6th,3,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K
238,64,?,189525,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
239,21,?,233312,Bachelors,13,Never-married,?,Not-in-family,Black,Male,0,0,40,United-States,<=50K
240,44,Private,119098,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
241,43,Private,153562,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,40,United-States,>50K
242,48,Private,113960,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,>50K
243,60,Private,159472,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K
244,28,Private,108092,10th,6,Separated,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K
245,62,Private,152810,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Germany,<=50K
246,37,Local-gov,252164,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,?,>50K
247,30,Local-gov,498804,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,65,United-States,<=50K
248,43,Private,196342,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
249,25,Self-emp-not-inc,385077,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
250,21,Self-emp-not-inc,62037,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,>50K
251,29,Private,285020,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,3137,0,40,United-States,<=50K
252,36,Private,278703,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Japan,<=50K
253,46,Private,125279,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K
254,57,Private,188166,11th,7,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
255,59,Private,98012,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
256,35,Private,140544,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,38,United-States,>50K
257,25,Private,112561,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K
258,31,Private,268952,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
259,43,Private,181374,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K
260,45,Private,110028,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,United-States,<=50K
261,54,?,437909,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
262,39,State-gov,298489,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1902,55,United-States,>50K
263,39,Private,260938,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,36,United-States,<=50K
264,40,Private,133407,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
265,26,Private,43705,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
266,45,Private,204219,HS-grad,9,Divorced,Adm-clerical,Unmarried,Other,Male,0,0,45,Mexico,<=50K
267,36,Private,200928,Doctorate,16,Married-civ-spouse,Sales,Husband,Black,Male,0,0,45,United-States,>50K
268,67,Private,57339,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
269,20,?,401952,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
270,21,?,228320,11th,7,Never-married,?,Own-child,Black,Female,0,0,40,United-States,<=50K
271,34,Private,167613,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
272,17,?,241174,Some-college,10,Never-married,?,Own-child,White,Male,0,0,15,United-States,<=50K
273,46,Private,262749,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K
274,36,Private,195262,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,20,United-States,<=50K
275,30,Private,203488,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
276,36,Private,81564,Assoc-acdm,12,Divorced,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
277,35,Local-gov,52963,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,60,United-States,>50K
278,22,Private,291755,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
279,28,Private,174040,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
280,49,Private,191681,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
281,53,Private,269164,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,45,United-States,<=50K
282,48,Private,310328,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,90,United-States,>50K
283,28,Private,205844,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,35,United-States,<=50K
284,17,Private,126950,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
285,54,?,116868,5th-6th,3,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
286,38,Private,100669,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Male,594,0,40,United-States,<=50K
287,54,Private,222381,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
288,60,Private,377836,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,32,United-States,>50K
289,50,Private,203039,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
290,19,Private,120066,11th,7,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,>50K
291,30,Private,67065,11th,7,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
292,22,Private,456618,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
293,26,Private,182691,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
294,31,Private,159028,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
295,33,Private,151337,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
296,35,State-gov,179547,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K
297,74,Private,223789,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,53,United-States,<=50K
298,36,Private,155489,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
299,72,Private,175804,9th,5,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,75,United-States,<=50K
300,40,Private,126701,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
301,27,Private,29658,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
302,26,Private,339682,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,Mexico,<=50K
303,28,Private,102130,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,99,United-States,<=50K
304,18,Private,126132,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
305,31,Private,190772,Doctorate,16,Never-married,Prof-specialty,Other-relative,White,Male,0,0,55,United-States,<=50K
306,21,Private,97658,11th,7,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K
307,40,Private,24008,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
308,22,Private,114420,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
309,62,Local-gov,405083,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
310,37,Private,61778,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
311,49,State-gov,81853,Assoc-voc,11,Never-married,Protective-serv,Unmarried,White,Female,0,0,40,United-States,>50K
312,49,Private,194561,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
313,51,Private,172232,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
314,44,Private,98012,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,47,United-States,>50K
315,35,Private,177648,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,35,United-States,>50K
316,33,Private,225399,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
317,46,Private,39844,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
318,18,Private,67716,9th,5,Never-married,Other-service,Not-in-family,Black,Female,0,0,80,United-States,<=50K
319,32,Private,195199,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
320,21,Private,174426,Assoc-acdm,12,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,20,India,<=50K
321,45,Self-emp-not-inc,213378,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,>50K
322,31,Self-emp-not-inc,551172,Prof-school,15,Never-married,Sales,Not-in-family,Other,Male,0,0,55,Mexico,>50K
323,47,Self-emp-not-inc,59767,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
324,48,Private,284403,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
325,52,Private,36234,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,594,0,8,United-States,<=50K
326,40,Private,563883,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1590,60,United-States,<=50K
327,23,Private,35633,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Male,0,0,20,United-States,<=50K
328,19,Private,326566,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,58,United-States,<=50K
329,56,Private,156848,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
330,51,Private,198660,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
331,55,Private,251854,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K
332,39,Private,45817,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
333,37,Private,100960,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
334,63,Private,65372,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
335,43,Private,167482,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K
336,44,Private,99185,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
337,37,Private,270693,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
338,18,Private,315065,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,12,Mexico,<=50K
339,21,Private,189517,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
340,31,Private,175339,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
341,35,State-gov,205424,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
342,39,Private,235393,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
343,32,Private,250679,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
344,33,Private,554380,HS-grad,9,Never-married,Transport-moving,Not-in-family,Other,Male,0,0,40,United-States,<=50K
345,45,Private,66418,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
346,42,Local-gov,266529,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
347,30,Private,283262,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
348,48,Private,167615,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,594,0,30,United-States,<=50K
349,23,Private,159823,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,15024,0,45,United-States,>50K
350,42,State-gov,260490,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
351,43,Private,201490,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
352,18,Private,240283,11th,7,Never-married,Tech-support,Not-in-family,White,Female,0,1590,40,United-States,<=50K
353,35,State-gov,90752,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
354,28,Private,109089,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
355,35,Private,160943,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,<=50K
356,59,Local-gov,23019,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,>50K
357,76,Self-emp-not-inc,139057,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
358,46,Private,179557,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
359,35,Private,102308,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
360,25,Private,166929,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,>50K
361,72,Self-emp-not-inc,123325,HS-grad,9,Widowed,?,Other-relative,White,Female,0,0,38,United-States,<=50K
362,27,Private,580504,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,<=50K
363,44,Self-emp-not-inc,193047,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
364,53,Federal-gov,115057,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
365,25,Private,103649,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
366,51,Local-gov,259585,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,38,United-States,>50K
367,24,Self-emp-not-inc,192389,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,15,United-States,<=50K
368,21,Private,193586,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
369,40,Private,139391,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K
370,21,Private,200235,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
371,35,Private,191276,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
372,55,Local-gov,187322,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
373,31,State-gov,168217,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
374,25,Private,204226,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Black,Male,0,0,10,United-States,<=50K
375,37,Local-gov,410034,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,50,United-States,>50K
376,40,Private,97153,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
377,29,Local-gov,168981,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
378,28,Private,166210,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K
379,57,Self-emp-not-inc,469454,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
380,53,Local-gov,149710,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,>50K
381,25,Local-gov,342906,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
382,29,Private,328669,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
383,50,Private,608105,Assoc-acdm,12,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
384,25,Local-gov,194848,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
385,25,State-gov,329852,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
386,25,Private,231725,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
387,55,Self-emp-not-inc,106331,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K
388,54,Self-emp-not-inc,102246,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
389,36,Private,184846,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
390,32,Local-gov,276540,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
391,64,Self-emp-not-inc,34019,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
392,24,Private,122175,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1504,40,United-States,<=50K
393,35,Private,182615,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
394,65,Private,162096,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,47,China,<=50K
395,27,Private,163862,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
396,31,Private,220115,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
397,68,Private,149750,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
398,34,Private,156015,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
399,39,State-gov,497280,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
400,36,Self-emp-inc,166929,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
401,36,Self-emp-not-inc,30478,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
402,19,Local-gov,210736,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
403,60,Local-gov,163392,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
404,52,Self-emp-not-inc,20101,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
405,28,Self-emp-not-inc,93853,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
406,40,Self-emp-not-inc,167787,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
407,48,Self-emp-not-inc,75573,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Germany,<=50K
408,48,Self-emp-not-inc,184198,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
409,19,Private,422813,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,50,United-States,<=50K
410,57,Self-emp-not-inc,163003,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K
411,68,?,31478,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,6,United-States,>50K
412,67,Private,182638,Some-college,10,Widowed,?,Unmarried,White,Female,0,0,30,United-States,>50K
413,70,?,196227,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,>50K
414,33,State-gov,563883,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,55,United-States,>50K
415,42,?,308764,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
416,32,Private,222618,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
417,49,Private,213296,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
418,47,Private,21849,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,?,<=50K
419,24,Private,129684,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
420,29,Private,223529,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
421,60,Private,157778,9th,5,Widowed,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
422,43,Private,369909,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
423,22,Private,194901,9th,5,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,30,United-States,>50K
424,67,Private,204098,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,10,United-States,<=50K
425,40,State-gov,206054,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
426,17,Private,176684,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,13,United-States,<=50K
427,38,Private,176340,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
428,59,Private,162424,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
429,18,Federal-gov,168703,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,50,Japan,<=50K
430,34,Private,172538,12th,8,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
431,36,Private,111625,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,35,United-States,>50K
432,18,Private,478315,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
433,34,Private,241998,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States,>50K
434,32,Private,160132,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
435,46,Private,177905,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K
436,27,Private,37869,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,48,United-States,>50K
437,51,Private,210742,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
438,51,Private,132563,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,86,United-States,>50K
439,54,Private,250038,Assoc-acdm,12,Widowed,Adm-clerical,Not-in-family,White,Female,99999,0,15,Mexico,>50K
440,48,Private,73020,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
441,42,Private,170376,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
442,26,Federal-gov,276221,Masters,14,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
443,32,Private,185670,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
444,50,Private,61985,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
445,23,Private,189878,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
446,46,Local-gov,142717,Bachelors,13,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
447,35,Private,187119,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
448,53,Self-emp-not-inc,56915,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
449,20,Private,206947,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
450,26,Private,183735,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,70,United-States,<=50K
451,47,Private,123983,11th,7,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
452,32,Private,50093,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
453,23,Private,115215,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
454,27,Private,37400,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
455,35,Private,229745,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
456,23,Private,230417,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,37,United-States,<=50K
457,34,Private,202226,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,10,United-States,>50K
458,51,Local-gov,272090,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K
459,25,Private,123983,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,Taiwan,<=50K
460,45,Private,102706,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
461,48,Self-emp-not-inc,224964,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K
462,42,Self-emp-not-inc,156464,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,England,>50K
463,55,Self-emp-not-inc,80108,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,40,United-States,>50K
464,36,Self-emp-not-inc,114874,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
